Id,Mean,Std,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3,Problems_nonattribue,Problems_pasassez,Problems_tropnombreux,Value
2130,2.063063063063063,0.7934035654851268,"[5, 29, 14]",9,8,2,3,1,1,1.086775346312161e-06
2131,1.981981981981982,0.861252187219646,"[5, 14]",9,6,6,4,0,0,-8.174504618352482e-06
2132,2.0045045045045047,0.8099927252214951,"[17, 14, 26, 5]",8,7,9,3,0,0,-2.584692643772877e-06
2133,2.108108108108108,0.8166962621684045,"[5, 14]",9,7,7,2,0,1,5.548161302485822e-07
2134,2.09009009009009,0.790778865149106,"[5, 17, 14]",9,8,9,1,0,1,2.3128943437459665e-06
2135,2.0945945945945947,0.7987929624713317,"[14, 26, 5]",9,7,5,3,0,1,1.7305077838745983e-06
2136,2.0135135135135136,0.809892064367318,"[14, 5]",7,7,5,2,1,0,-2.248058886219857e-06
2137,2.0315315315315314,0.8149598976316995,"[5, 14]",6,8,7,1,0,1,-2.0652877683489327e-06
2138,2.018018018018018,0.7900052348985382,"[5, 14, 17]",9,8,9,2,0,1,-2.3319709387532818e-07
2139,2.054054054054054,0.8165465058157807,"[14, 5, 26]",7,7,9,2,0,0,-1.3948238043213026e-06
2140,2.058558558558558,0.8354117816811469,"[14, 5, 17]",9,7,7,2,0,0,-2.987327547821809e-06
2141,1.981981981981982,0.8125929892570567,"[14, 5]",8,8,7,2,0,1,-3.644905201274148e-06
2142,2.130630630630631,0.7646361087380232,"[14, 5, 17]",6,8,6,1,0,2,6.219163066285629e-06
2143,2.0405405405405403,0.8525583939479509,"[14, 17, 5]",9,7,7,5,0,0,-5.238002448367863e-06
2144,2.0495495495495497,0.7857755627978601,"[17, 14, 5]",9,8,7,1,0,2,1.3059576184701728e-06
2145,2.0765765765765765,0.8063610180276339,"[14, 17, 5]",9,8,6,2,0,1,3.714839320305164e-07
2146,2.0,0.8508712596230341,"[3, 5, 14, 17]",9,7,0,5,0,1,-6.55363544049424e-06
2147,2.054054054054054,0.8165465058157807,"[14, 17, 5]",9,7,7,1,0,1,-1.3948238043213026e-06
2148,2.0045045045045047,0.7873303753121176,"[14, 5]",9,6,3,2,1,0,-4.750942279078366e-07
2149,2.09009009009009,0.7964803747250548,"[14, 5]",9,8,5,0,0,1,1.7821508146080665e-06
2150,2.1621621621621623,0.8187899751207264,"[14, 5, 26]",9,7,9,3,0,1,2.3234965535748672e-06
2151,1.9864864864864864,0.8427477668075382,"[14, 5, 17]",9,8,9,5,0,1,-6.288328861114384e-06
2152,2.0405405405405403,0.7805182613287018,"[5, 14, 17]",7,7,2,0,1,2,1.468087178700694e-06
2153,2.1621621621621623,0.790675758184048,"[5, 14, 17]",9,7,6,0,0,0,4.9405997114588006e-06
2154,2.054054054054054,0.7997492575132485,"[14, 17, 5]",6,8,2,1,1,1,1.6880258709940285e-07
2155,2.063063063063063,0.8047290011151731,"[5, 17, 14]",9,8,9,1,0,0,3.251040204701832e-08
2156,2.081081081081081,0.8087209625118332,"[5, 14, 17]",7,8,9,3,0,1,3.154325456013055e-07
2157,2.0855855855855854,0.838480293775115,"[14, 26, 5]",9,7,9,4,0,0,-2.2911797127570817e-06
2158,2.09009009009009,0.8133451349760028,"[5, 14, 29]",9,8,9,0,0,1,2.122398542878568e-07
2159,1.95945945945946,0.774699285214543,"[14, 29, 5]",9,7,5,2,0,1,-9.356052743596488e-07
2160,2.0225225225225225,0.7812491082706582,"[17, 14, 5, 26]",9,8,9,0,0,1,7.455270880923638e-07
2161,2.0045045045045047,0.8265818387665633,"[5, 17, 14]",9,7,7,4,0,1,-4.128944135574258e-06
2162,2.0765765765765765,0.8007298655844591,"[5, 14, 17]",9,7,9,1,0,1,8.956780390458865e-07
2163,2.108108108108108,0.8055390972066664,"[17, 14, 5, 26]",7,7,9,1,0,0,1.5934170530544005e-06
2164,2.09009009009009,0.8133451349760028,"[5, 17, 14]",7,6,9,2,0,0,2.122398542878568e-07
2165,2.0765765765765765,0.7950588304542312,"[5, 17, 14]",9,6,9,2,0,0,1.423584755466911e-06
2166,2.036036036036036,0.777836981466073,"[17, 14, 5]",9,8,9,0,1,1,1.554051112063806e-06
2167,2.112612612612613,0.7964419879703688,"[14, 17, 26, 5]",9,7,8,2,0,0,2.6038827081452277e-06
2168,2.0495495495495497,0.8359971285185128,"[17, 5, 14, 29]",7,7,5,4,0,0,-3.369079873679327e-06
2169,2.045045045045045,0.8115388141244638,"[14, 5, 17]",6,7,7,2,0,0,-1.255929980632854e-06
2170,2.09009009009009,0.8298672362830699,"[14, 17, 5]",9,8,6,2,0,2,-1.3257735857803184e-06
2171,2.063063063063063,0.8377872091227943,"[5, 17, 14, 26]",9,7,7,4,0,1,-3.044820215611338e-06
2172,2.081081081081081,0.8198348264848099,"[14, 5]",9,8,9,2,0,1,-7.191375640866319e-07
2173,2.112612612612613,0.7849970017082111,"[14, 26, 17, 5]",7,8,7,0,0,1,3.6692764111280975e-06
2174,2.036036036036036,0.8175443633380667,"[14, 5, 17]",9,7,7,2,0,1,-2.1422394416639864e-06
2175,2.036036036036036,0.7836326585153964,"[5, 14, 17, 26]",9,8,9,0,0,0,1.014541697947011e-06
2176,2.0405405405405403,0.8364846046545871,"[14, 26, 5, 17]",9,6,7,2,0,0,-3.7417215875645794e-06
2177,2.144144144144144,0.7592190181956641,"[14, 29, 5, 17]",5,8,2,0,1,1,7.2143256490114755e-06
2178,2.0765765765765765,0.8393549510954819,"[5, 14]",7,8,8,5,0,1,-2.6998634441869674e-06
2179,2.0045045045045047,0.7930566774479465,"[17, 5, 14]",9,7,6,3,0,0,-1.0081456529725672e-06
2180,2.009009009009009,0.8292775626631712,"[5, 14, 26]",9,7,9,2,0,1,-4.216252638733638e-06
2181,2.09009009009009,0.761631370669714,"[14, 5]",9,6,3,1,1,2,5.026183496285104e-06
2182,2.054054054054054,0.8165465058157807,"[5, 17, 26, 14]",9,8,9,3,0,1,-1.3948238043213026e-06
2183,2.103603603603604,0.8200461225223119,"[14, 17, 5]",7,8,9,2,0,0,7.935179613094672e-08
2184,2.121621621621621,0.7951101014177496,"[17, 14, 26, 5]",9,8,7,4,0,1,3.055129107078832e-06
2185,2.081081081081081,0.7802440172329329,"[5, 14, 17]",7,8,7,0,0,1,2.966301448838248e-06
2186,2.0675675675675675,0.7610022163187308,"[17, 5, 14, 26]",9,8,2,0,1,1,4.266591833777654e-06
2187,2.081081081081081,0.7974522228289,"[14, 5]",9,8,9,1,1,1,1.364419763562948e-06
2188,1.954954954954955,0.817095478255875,"[26, 14, 5]",9,6,3,3,1,1,-5.0458242527274085e-06
2189,1.981981981981982,0.8399739489817525,"[14, 26, 5]",9,7,9,4,0,0,-6.1937507310212936e-06
2190,2.0135135135135136,0.8264831983725527,"[5, 26, 17, 14]",9,8,9,2,0,1,-3.792498459115367e-06
2191,2.045045045045045,0.7537224351669386,"[17, 14, 5]",4,7,9,0,0,2,4.12609535864487e-06
2192,1.9954954954954955,0.7987419279094043,"[17, 14, 29, 5]",7,7,9,1,0,1,-1.8646390647929812e-06
2193,2.058558558558558,0.8299777534464476,"[14, 5, 17]",4,6,7,3,0,0,-2.481483387726838e-06
2194,2.0495495495495497,0.797209371872663,"[5, 17, 26, 14]",9,7,2,1,1,1,2.41604380259584e-07
2195,2.0405405405405403,0.841876634418486,"[5, 14]",9,7,5,4,0,0,-4.243656183654796e-06
2196,2.054054054054054,0.8437991851964788,"[5, 17, 14]",7,7,9,4,1,1,-3.931727941778321e-06
2197,2.081081081081081,0.7974522228289,"[5, 14, 26]",6,6,9,1,0,2,1.364419763562948e-06
2198,2.009009009009009,0.8071568502552311,"[14, 5, 26]",9,8,9,2,0,1,-2.1570743081454928e-06
2199,2.081081081081081,0.7744229804648938,"[14, 5, 29, 17, 26]",7,7,4,1,1,2,3.5081715547033936e-06
2200,2.0855855855855854,0.8054505326308168,"[5, 17, 14, 26, 4]",9,8,7,2,0,0,7.835028362745673e-07
2201,2.09009009009009,0.796480374725055,"[17, 5, 14]",6,7,9,2,0,1,1.7821508146080665e-06
2202,2.0405405405405403,0.8145596348957616,"[14, 5]",9,7,5,3,0,2,-1.70076459695842e-06
2203,2.108108108108108,0.7769455375702022,"[5, 14, 17]",9,8,9,0,0,1,4.255141382360022e-06
2204,2.0315315315315314,0.8093885723138262,"[14, 5, 26, 29]",9,8,9,1,0,0,-1.546662863524258e-06
2205,2.0495495495495497,0.8140590297199426,"[5, 14]",9,7,7,2,0,1,-1.326900723784384e-06
2206,1.9504504504504503,0.825100994654525,"[5, 17, 14]",9,7,5,4,0,1,-5.954675444610322e-06
2207,2.0225225225225225,0.8317440309221362,"[14, 5, 17, 29]",9,7,7,5,0,0,-3.954956721431146e-06
2208,2.072072072072072,0.7869031081203345,"[14, 5, 17, 26]",9,6,7,1,0,1,2.0191549393429808e-06
2209,2.0135135135135136,0.8209900751144732,"[5, 14, 17]",9,8,9,5,0,1,-3.281153246913841e-06
2210,2.0495495495495497,0.7857755627978602,"[14, 17, 5, 26]",9,7,5,2,0,1,1.3059576184701728e-06
2211,2.081081081081081,0.8308000302291101,"[5, 26, 14]",9,8,7,4,0,1,-1.73986915375471e-06
2212,2.0495495495495497,0.7564353021323195,"[17, 14, 5]",9,8,7,0,0,1,4.037191037272849e-06
2213,2.0675675675675675,0.8238154432603442,"[14, 5, 17]",7,7,9,3,0,0,-1.5805813226374562e-06
2214,2.0225225225225225,0.8371665943707141,"[14, 5, 17]",7,8,7,4,1,1,-4.459733644688951e-06
2215,2.0315315315315314,0.8368743811173183,"[14, 5, 26, 17]",9,8,9,4,0,0,-4.105268610169388e-06
2216,2.0855855855855854,0.8110489099129118,"[14, 26, 5]",9,7,5,2,0,3,2.623597115346391e-07
2217,2.09009009009009,0.7675494241701205,"[5, 26, 14]",7,8,9,0,0,1,4.475282272917443e-06
2218,2.099099099099099,0.7781513649001827,"[14, 5]",9,8,9,0,0,1,3.815629615423833e-06
2219,2.09009009009009,0.840701598290031,"[5, 26, 14]",9,8,7,5,0,0,-2.334325347543362e-06
2220,2.126126126126126,0.8196359098674247,"[5, 17, 26, 14]",6,8,9,3,0,1,9.356963107412882e-07
2221,2.058558558558558,0.7965955238903087,"[14, 5]",7,8,7,1,0,0,6.260098277288581e-07
2222,2.081081081081081,0.7860219463751896,"[5, 17, 14]",9,7,7,1,0,2,2.4284441562703e-06
2223,2.036036036036036,0.7719977953210722,"[17, 5, 14]",6,8,7,0,0,1,2.097610711606371e-06
2224,2.018018018018018,0.8345696263418311,"[5, 14]",9,8,7,4,0,0,-4.381618152093041e-06
2225,2.054054054054054,0.8437991851964787,"[5, 17, 14]",9,7,5,4,0,0,-3.931727941778308e-06
2226,2.058558558558558,0.8022556964196214,"[14, 5]",9,8,5,3,0,0,9.91142917800605e-08
2227,2.058558558558558,0.8461751547303789,"[5, 17, 26, 14]",7,7,7,6,0,0,-3.989271071985136e-06
2228,1.9954954954954955,0.8535141504140358,"[17, 14, 5]",8,7,7,5,0,0,-6.9632892176337095e-06
2229,2.045045045045045,0.735491800095019,"[5, 14, 17]",7,7,2,0,1,1,5.823153211062057e-06
2230,2.0315315315315314,0.7809359719041846,"[14, 5, 17]",9,6,7,2,1,0,1.101939818520792e-06
2231,1.9774774774774773,0.7927482050973126,"[17, 5, 29, 14]",9,8,7,2,0,1,-1.9612207481645974e-06
2232,1.9954954954954955,0.8692731022089442,"[14, 17, 5]",9,8,5,5,0,0,-8.430262407756222e-06
2233,2.0225225225225225,0.8585144155766309,"[14, 5, 17]",9,7,9,4,0,1,-6.446964888503473e-06
2234,2.099099099099099,0.7896955705886475,"[14, 5, 26]",9,7,7,0,1,2,2.740999750021922e-06
2235,2.135135135135135,0.834618470144076,"[14, 17, 5]",9,8,9,4,0,1,-1.3174053916598853e-07
2236,2.1531531531531534,0.7751595742672911,"[14, 5, 17]",9,7,9,0,0,1,6.057710650343463e-06
2237,2.036036036036036,0.8119907710498862,"[14, 17, 5, 26]",9,8,9,3,0,1,-1.6252652734795054e-06
2238,2.0495495495495497,0.8520801136971612,"[14, 5]",8,6,7,5,0,0,-4.866216763319266e-06
2239,2.0675675675675675,0.8071694761865497,"[14, 17, 5]",7,6,9,2,0,1,-3.103743553650956e-08
2240,2.063063063063063,0.8214244253142174,"[5, 14, 17]",8,8,9,3,0,1,-1.5216373621230417e-06
2241,2.0135135135135136,0.769790062053001,"[14, 5, 17]",9,8,5,1,0,1,1.4849661925383042e-06
2242,2.036036036036036,0.8606840163910875,"[17, 14, 5, 29]",7,7,7,5,0,0,-6.158034101332602e-06
2243,2.0855855855855854,0.8110489099129118,"[5, 14, 17]",3,7,7,3,0,2,2.623597115346391e-07
2244,2.0135135135135136,0.8209900751144732,"[5, 14, 26]",9,7,7,4,0,0,-3.281153246913841e-06
2245,2.058558558558558,0.813457896850872,"[14, 5]",9,7,7,2,0,1,-9.4367890391542e-07
2246,2.103603603603604,0.7976694478549707,"[14, 5, 29]",7,6,2,1,1,2,2.1623572046308346e-06
2247,2.126126126126126,0.7742123963738583,"[5, 14, 17]",9,8,5,0,0,1,5.164091534195147e-06
2248,1.990990990990991,0.8508233488563853,"[5, 14]",8,7,9,4,0,0,-6.876438926376832e-06
2249,2.0765765765765765,0.8007298655844591,"[5, 14]",9,7,6,2,0,0,8.956780390458865e-07
2250,2.108108108108108,0.782747815139657,"[5, 26, 14]",9,8,8,1,0,2,3.7150175373978586e-06
2251,2.0045045045045047,0.8099927252214951,"[14, 17, 5, 26]",6,6,5,3,0,0,-2.584692643772877e-06
2252,1.981981981981982,0.7842566527683643,"[5, 14, 17, 29]",9,7,2,1,1,1,-1.0071253237677876e-06
2253,2.081081081081081,0.79175771163854,"[14, 5, 10]",5,8,9,2,0,1,1.894511825257679e-06
2254,2.063063063063063,0.8214244253142174,"[14, 5]",9,6,7,4,0,1,-1.5216373621230417e-06
2255,1.963963963963964,0.8007680467893786,"[5, 14, 17]",9,8,5,3,0,1,-3.1986688716339616e-06
2256,2.0405405405405403,0.8033727972057582,"[5, 17, 14]",9,7,8,1,0,1,-6.594014919079113e-07
2257,1.963963963963964,0.7950972839868214,"[14, 5, 17, 26, 29]",7,8,9,3,0,0,-2.6707875057182964e-06
2258,2.018018018018018,0.7842566527683641,"[32, 17, 5, 14]",9,8,5,4,0,0,3.019283367962388e-07
2259,2.027027027027027,0.8343253644387617,"[5, 14, 26]",9,8,9,3,0,1,-4.031616824695273e-06
2260,1.9774774774774773,0.8096907051164531,"[14, 5]",6,8,5,2,0,1,-3.538368367193389e-06
2261,2.018018018018018,0.8399739489817524,"[17, 5, 14]",9,6,2,1,1,0,-4.884697070457281e-06
2262,2.0945945945945947,0.7640494449705395,"[14, 5]",9,8,9,0,0,1,4.964720907153636e-06
2263,2.036036036036036,0.8339832775858357,"[14, 5, 26]",9,8,9,3,0,1,-3.6725091442460793e-06
2264,2.0405405405405403,0.7920279690635249,"[5, 14, 26]",9,8,9,0,1,0,3.966686673130082e-07
2265,2.121621621621621,0.7661274075493341,"[14, 5]",7,8,7,0,0,2,5.753077259711077e-06
2266,2.1171171171171173,0.7986270882211046,"[5, 14, 17, 29]",4,7,8,1,0,1,2.5641072648292595e-06
2267,2.045045045045045,0.8549815418333836,"[14, 17, 5]",9,7,9,4,0,1,-5.299937328594168e-06
2268,2.103603603603604,0.756920162072369,"[14, 5, 17, 29, 26]",9,8,9,0,0,1,5.955636766475248e-06
2269,2.0675675675675675,0.8071694761865497,"[14, 17, 5, 26]",9,7,9,2,0,0,-3.103743553650956e-08
2270,2.09009009009009,0.7556669709816429,"[17, 14, 5, 26]",9,8,5,0,0,1,5.581399004996943e-06
2271,2.0315315315315314,0.7924396126678963,"[5, 26, 14]",7,6,7,3,0,0,3.1086070835761566e-08
2272,2.0405405405405403,0.8364846046545871,"[17, 5, 14]",9,8,9,4,0,1,-3.7417215875645794e-06
2273,1.936936936936937,0.7584131955540958,"[14, 5, 26]",6,8,5,1,0,1,-2.3772028249425726e-07
2274,2.081081081081081,0.7917577116385401,"[14, 32, 17, 5]",6,7,8,0,0,1,1.8945118252576647e-06
2275,2.054054054054054,0.8330051124854692,"[17, 14, 5]",6,7,9,3,0,0,-2.926926639930307e-06
2276,2.09009009009009,0.8243966618688146,"[5, 29, 17, 14]",6,7,9,3,0,1,-8.165274059121968e-07
2277,2.103603603603604,0.8089351615256728,"[5, 26, 17, 14]",6,8,9,2,0,2,1.1136516728418297e-06
2278,1.9504504504504503,0.8028652168061973,"[5, 14, 17]",7,7,9,5,0,0,-3.884785873937491e-06
2279,2.103603603603604,0.8200461225223117,"[5, 14]",9,7,6,1,0,0,7.935179613097384e-08
2280,2.058558558558558,0.7793684028847381,"[17, 5, 14]",6,7,7,3,0,1,2.2296523153170054e-06
2281,2.126126126126126,0.7683456650123669,"[17, 5, 14, 26]",4,8,9,1,0,1,5.710215269641778e-06
2282,2.0495495495495497,0.825100994654525,"[14, 5, 17]",9,8,7,4,0,0,-2.354777878059246e-06
2283,2.0765765765765765,0.833946617100185,"[14, 5, 26]",9,7,5,4,0,0,-2.196411115784513e-06
2284,2.0405405405405403,0.8364846046545872,"[17, 5, 14]",7,6,9,4,0,0,-3.741721587564593e-06
2285,2.0495495495495497,0.8413922822600971,"[17, 5, 14, 26]",9,6,6,3,0,0,-3.871305275374536e-06
2286,2.175675675675676,0.7906370896055589,"[5, 14]",9,8,6,0,0,1,5.435094424338606e-06
2287,1.9864864864864864,0.7929538666645037,"[14, 5, 17]",8,8,9,0,0,0,-1.6531020076970273e-06
2288,2.099099099099099,0.8010734309154447,"[14, 26, 5, 17]",9,7,7,3,0,1,1.681854682660094e-06
2289,2.072072072072072,0.7926324970155456,"[5, 14, 17]",9,7,7,2,0,2,1.485816173259826e-06
2290,2.045045045045045,0.8059438399013202,"[14, 17, 5]",9,8,7,2,0,1,-7.351036406836399e-07
2291,2.13963963963964,0.7630350542322416,"[5, 17, 14, 26]",7,8,9,0,0,1,6.695465838007806e-06
2292,1.9864864864864864,0.7929538666645037,"[14, 17, 5]",9,8,7,1,0,1,-1.6531020076970273e-06
2293,1.990990990990991,0.8401195292622843,"[5, 14, 4]",9,8,7,4,0,0,-5.880039128927886e-06
2294,2.036036036036036,0.8007680467893786,"[5, 14]",9,7,9,1,0,1,-5.805615505059223e-07
2295,2.072072072072072,0.7869031081203345,"[14, 5]",9,7,2,1,1,2,2.0191549393429808e-06
2296,2.081081081081081,0.8198348264848097,"[5, 14, 17]",9,7,2,3,1,0,-7.191375640866048e-07
2297,2.0315315315315314,0.820493393333259,"[5, 14, 26]",9,8,9,4,1,1,-2.58039118052312e-06
2298,2.058558558558558,0.7965955238903089,"[14, 5, 17]",9,8,9,1,0,1,6.260098277288445e-07
2299,2.058558558558558,0.813457896850872,"[14, 5, 17]",9,7,9,2,0,0,-9.4367890391542e-07
2300,2.081081081081081,0.8031063574959483,"[5, 14]",9,6,6,1,0,0,8.38086281625285e-07
2301,2.0405405405405403,0.808985553051388,"[14, 5, 17]",9,6,9,2,0,2,-1.181883091915255e-06
2302,2.063063063063063,0.8103323632877316,"[26, 14, 5]",6,7,2,1,1,1,-4.890967574054206e-07
2303,2.063063063063063,0.8158972439879524,"[5, 14, 26]",9,6,7,4,0,0,-1.0071217440731008e-06
2304,2.0765765765765765,0.789347053030284,"[5, 14, 17, 29]",9,7,5,2,0,1,1.9552841005708723e-06
2305,2.121621621621621,0.7893986949703475,"[14, 26, 5]",7,8,7,1,0,1,3.5867939186266844e-06
2306,2.0225225225225225,0.82628588225804,"[14, 17, 5]",9,7,7,4,0,0,-3.446867232857474e-06
2307,2.0315315315315314,0.8314499119098147,"[28, 14, 5]",5,6,5,4,0,0,-3.600314283154832e-06
2308,1.9774774774774773,0.8532275358878357,"[5, 17, 14]",9,7,9,4,0,0,-7.59113560423478e-06
2309,2.1666666666666665,0.7694192830846545,"[5, 14]",7,8,9,0,0,2,7.082959413957999e-06
2310,1.963963963963964,0.8063989326099908,"[14, 5, 17]",9,7,9,3,0,2,-3.7228381592224895e-06
2311,2.1171171171171173,0.8154474522049158,"[5, 14, 17]",9,7,9,1,0,0,9.983290751703855e-07
2312,2.063063063063063,0.7990863479500622,"[5, 17, 29, 14]",9,7,8,2,0,1,5.577750911015325e-07
2313,2.027027027027027,0.7605601586477845,"[14, 5]",9,8,5,1,0,1,2.835056839107418e-06
2314,2.045045045045045,0.7831643365554004,"[17, 5, 14]",9,7,2,0,1,0,1.3854003831669431e-06
2315,2.0315315315315314,0.7453605501232251,"[5, 26, 17, 14]",7,7,3,0,1,1,4.413593452541666e-06
2316,2.081081081081081,0.8142968555519061,"[14, 5, 29]",9,8,7,3,0,1,-2.0361756047367717e-07
2317,1.9954954954954955,0.8265818387665632,"[17, 14, 29, 5]",9,7,6,3,0,1,-4.456207550715248e-06
2318,2.0765765765765765,0.8447286592061115,"[14, 5]",9,8,7,4,0,1,-3.200092509700363e-06
2319,2.081081081081081,0.7744229804648938,"[14, 5]",9,8,7,1,0,2,3.5081715547033936e-06
2320,2.099099099099099,0.7781513649001827,"[14, 5, 17]",9,8,9,1,0,2,3.815629615423833e-06
2321,2.0315315315315314,0.8037786307414235,"[14, 5]",9,7,7,3,0,0,-1.0244432392769558e-06
2322,2.1531531531531534,0.7867476807017356,"[17, 5, 14, 26]",8,8,9,2,0,1,4.978994141475879e-06
2323,2.0495495495495497,0.8140590297199426,"[5, 29, 14]",9,7,7,1,0,1,-1.326900723784384e-06
2324,2.0675675675675675,0.7728026402344472,"[14, 17, 5]",9,8,5,2,0,3,3.1681110628656176e-06
2325,1.9954954954954955,0.8535141504140358,"[14, 5, 17]",7,7,7,3,0,1,-6.9632892176337095e-06
2326,2.036036036036036,0.8285398804747766,"[5, 14, 17]",9,7,2,4,1,1,-3.165792851878593e-06
2327,2.09009009009009,0.8243966618688144,"[14, 17, 5]",9,7,5,3,0,1,-8.165274059121968e-07
2328,2.036036036036036,0.8007680467893786,"[5, 14]",9,8,9,1,0,1,-5.805615505059223e-07
2329,1.9864864864864864,0.8319400524964405,"[5, 14]",9,7,5,5,0,0,-5.282257686633975e-06
2330,2.072072072072072,0.8151474531320841,"[14, 5]",7,8,9,1,0,1,-6.100616128768379e-07
2331,2.0135135135135136,0.7872268166815276,"[14, 5, 17, 26]",9,8,9,1,0,1,-1.3819072142964766e-07
2332,2.036036036036036,0.8119907710498862,"[5, 14, 17]",9,8,9,1,0,1,-1.6252652734795054e-06
2333,2.0855855855855854,0.7826566715314206,"[17, 14, 5]",7,8,9,1,0,2,2.905343398220707e-06
2334,2.0945945945945947,0.7581040697715146,"[17, 5, 14]",9,8,7,0,0,1,5.5181654595385776e-06
2335,2.0405405405405403,0.8089855530513882,"[5, 14, 17, 26]",9,8,9,1,0,1,-1.1818830919152685e-06
2336,1.972972972972973,0.7954560939839984,"[5, 17, 14]",9,8,9,2,0,0,-2.3769250840606704e-06
2337,2.0135135135135136,0.7986398490019414,"[5, 17, 14]",9,7,7,2,0,1,-1.2006098880050638e-06
2338,2.0495495495495497,0.8140590297199426,"[5, 14, 26]",7,7,5,1,0,1,-1.326900723784384e-06
2339,2.0405405405405403,0.8033727972057582,"[5, 17, 14]",9,6,9,3,0,1,-6.594014919079113e-07
2340,2.0855855855855854,0.7768537132156773,"[14, 26, 5, 17]",9,7,5,2,0,1,3.4455306126612227e-06
2341,2.0495495495495497,0.8195986076270692,"[5, 14]",9,7,9,3,0,0,-1.8425703178100004e-06
2342,2.099099099099099,0.754533267439808,"[5, 14, 17]",9,7,7,0,0,1,6.014196894959809e-06
2343,2.0315315315315314,0.8314499119098144,"[14, 5, 17]",9,6,5,3,0,1,-3.600314283154805e-06
2344,2.0135135135135136,0.7872268166815277,"[14, 5, 17, 26]",9,8,9,2,0,1,-1.3819072142966118e-07
2345,2.0765765765765765,0.7950588304542311,"[14, 5, 17]",9,8,5,3,0,1,1.4235847554669245e-06
2346,2.099099099099099,0.7839447177267498,"[5, 14]",6,8,9,0,0,1,3.2763365591280337e-06
2347,2.072072072072072,0.8316337484822822,"[14, 17, 29, 5]",8,8,9,4,1,0,-2.144741939203866e-06
2348,2.0675675675675675,0.8015440034905214,"[5, 14]",9,7,2,2,1,2,4.92627953776117e-07
2349,1.981981981981982,0.8070053236714508,"[14, 5, 17]",7,8,9,2,1,1,-3.124759209578024e-06
2350,2.0675675675675675,0.7728026402344472,"[14, 5, 17, 26]",9,8,7,0,0,1,3.1681110628656176e-06
2351,2.054054054054054,0.8053872662568292,"[5, 17, 29, 14]",9,7,9,1,0,2,-3.560297608986012e-07
2352,2.112612612612613,0.7733826641317795,"[14, 5]",9,8,5,0,0,1,4.750434731008388e-06
