N° TM,0
1,13.0
2,327.0
3,309.0
4,0.0
5,0.0
6,520.0
7,499.0
8,20.0
9,0.0
10,9.0
11,7.0
12,1.0
13,102.0
14,0.0
15,64.0
16,1.0
17,0.0
18,6.0
19,147.0
20,709.0
21,0.0
22,0.0
23,0.0
24,0.0
25,26.0
26,0.0
27,681.0
28,29.0
29,0.0
30,3.0
31,4.0
32,63.0
