Id,Mean,Std,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3,Problems_nonattribue,Problems_pasassez,Problems_tropnombreux
281,2.220720720720721,0.7615912274102536,"[17, 5, 14]",8,8,6,1,1,1
282,2.0765765765765765,0.7719581911351323,"[17, 14, 5, 29]",9,8,2,2,1,1
283,2.099099099099099,0.806702185118088,"[14, 5]",4,6,2,2,1,1
284,2.1216216216216215,0.8007807734531345,"[14, 5]",7,8,9,2,0,1
285,2.1486486486486487,0.7789498517034033,"[14, 5, 26, 17]",9,6,8,2,0,0
286,2.144144144144144,0.811086605357833,"[5, 14, 17]",5,8,7,2,0,1
287,2.108108108108108,0.8331519104621986,"[5, 14, 17, 29, 26]",9,7,5,6,1,0
288,2.099099099099099,0.7781513649001827,"[14, 5, 26, 17]",4,8,5,1,0,1
289,2.0225225225225225,0.8152599657211406,"[5, 17, 14]",7,8,9,1,0,1
290,2.2072072072072073,0.7915517392855129,"[5, 17, 26, 14]",8,8,6,4,1,1
291,2.0225225225225225,0.8040828714730361,"[14, 5, 17, 26]",9,8,7,1,0,1
292,2.135135135135135,0.7608816806061955,"[5, 14, 17]",9,7,5,2,0,2
293,1.9774774774774775,0.804082871473036,"[5, 28, 14, 17]",8,8,9,5,0,1
294,2.1171171171171173,0.8264708674955219,"[14, 29, 5]",9,8,9,6,0,0
295,2.1126126126126126,0.8077248217762688,"[5, 17, 14, 26]",9,8,4,2,1,1
296,2.081081081081081,0.8087209625118331,"[14, 5, 26]",7,7,9,1,0,1
297,2.0585585585585586,0.7557883383543854,"[14, 17, 5]",9,8,9,1,0,1
298,2.0945945945945947,0.8100430509578107,"[5, 14, 17, 26]",7,7,9,3,0,2
299,2.18018018018018,0.7514474502955104,"[14, 17, 5, 26]",9,8,9,0,1,1
300,2.0585585585585586,0.8078762134098192,"[17, 5, 14, 26]",9,7,9,1,0,1
301,2.1216216216216215,0.7951101014177496,"[14, 5, 17]",6,7,7,1,0,1
302,1.9954954954954955,0.7698959661033118,"[28, 17, 14, 5]",9,8,9,0,0,1
303,2.0405405405405403,0.8200958313253229,"[17, 5, 14, 26]",4,6,2,5,1,1
304,2.1216216216216215,0.8230728656412047,"[14, 5]",9,8,9,3,0,0
305,2.1621621621621623,0.7495463549976922,"[17, 14, 26, 5]",6,8,2,1,2,1
306,2.1621621621621623,0.8187899751207264,"[5, 14]",9,7,6,2,0,1
307,2.099099099099099,0.8010734309154447,"[17, 14, 5]",9,8,7,4,0,1
308,2.0765765765765765,0.7893470530302839,"[17, 14, 5, 26]",9,8,9,0,0,1
309,2.0585585585585586,0.8190015407218109,"[5, 14]",6,6,9,3,0,1
310,2.09009009009009,0.8021413597850569,"[5, 14, 17]",9,7,7,2,0,0
311,2.0585585585585586,0.8461751547303789,"[14, 17, 4, 5]",8,8,7,6,0,1
312,2.054054054054054,0.7997492575132488,"[5, 17, 14]",9,6,9,1,0,1
313,2.1621621621621623,0.8132448890725005,"[14, 17, 5, 26]",9,8,7,4,0,2
314,2.045045045045045,0.817095478255875,"[5, 17, 29, 14]",9,8,9,2,0,2
315,2.0945945945945947,0.7338410492616975,"[5, 14]",6,8,5,1,1,1
316,2.0675675675675675,0.7901729190628471,"[17, 26, 14, 5]",7,7,7,2,0,1
317,2.0765765765765765,0.8447286592061115,"[5, 17, 14, 26]",9,8,9,6,0,1
318,2.130630630630631,0.7879514412758254,"[5, 17, 14]",7,8,7,2,0,1
