Id,Mean,Std,TMnonouverts,NbEnvie1,NbEnvie2,NbEnvie3,Problems_nonattribue,Problems_pasassez,Problems_tropnombreux
58,2.18018018018018,0.8205306548956577,"[14, 5]",9,0,8,3,0,6
59,1.9414414414414414,0.8568033263207449,"[5, 17, 14]",9,0,9,4,0,5
60,2.0585585585585586,0.8190015407218109,"[5, 14, 17]",9,0,6,1,0,7
61,2.054054054054054,0.7997492575132488,"[14, 17, 5]",9,14,8,2,0,7
62,1.9594594594594594,0.8145596348957617,"[14, 17, 5]",9,8,6,2,0,7
63,1.981981981981982,0.7957122877791638,"[5, 14]",9,1,6,0,0,5
64,2.126126126126126,0.8085193116017013,"[5, 14, 17]",9,11,6,3,0,8
65,1.936936936936937,0.7819141066723375,"[14, 17, 5]",9,0,8,1,0,7
66,2.1216216216216215,0.8394035164459301,"[5, 14]",9,0,9,2,0,5
67,2.0945945945945947,0.8535619101449452,"[14, 5]",9,2,6,5,0,5
68,1.9684684684684686,0.8582294709418449,"[14, 5]",9,3,8,1,0,7
69,2.054054054054054,0.8384195198005503,"[5, 14]",9,6,8,1,0,6
70,1.9414414414414414,0.8408106913731084,"[5, 14]",9,4,8,3,0,6
71,1.8603603603603605,0.8579444316698803,"[5, 14, 17]",9,10,6,3,0,6
72,2.027027027027027,0.7954560939839985,"[14, 5]",9,2,9,0,0,7
73,2.0,0.8127936295043754,"[5, 14]",9,20,7,2,0,7
74,2.1666666666666665,0.792593923901217,"[5, 14]",9,8,8,2,0,7
75,2.2927927927927927,0.7785834348454213,"[14, 5, 17]",9,18,8,1,0,7
76,2.09009009009009,0.7907788651491059,"[17, 5, 14]",9,19,8,0,0,7
77,2.0765765765765765,0.8007298655844591,"[14, 5]",9,12,7,1,0,8
78,1.981981981981982,0.8236546082558096,"[14, 5, 17]",9,6,6,2,0,4
79,2.1396396396396398,0.7630350542322416,"[14, 5]",9,11,6,0,0,6
80,1.936936936936937,0.8214244253142174,"[5, 14, 17]",9,7,6,2,0,7
81,1.8558558558558558,0.8054884900699929,"[5, 14]",9,0,7,2,0,9
82,2.22972972972973,0.7881583545086782,"[17, 5, 14]",9,3,8,2,0,7
83,2.0,0.8401680504168059,"[5, 14]",9,0,9,2,0,5
84,1.990990990990991,0.8292775626631713,"[5, 14]",9,9,6,2,0,6
85,2.2117117117117115,0.8157098608863835,"[14, 5, 17]",9,2,9,2,1,6
86,2.0720720720720722,0.8261748712343143,"[14, 17, 5]",9,7,6,4,0,6
87,2.130630630630631,0.8487726345263893,"[5, 17, 14]",9,3,6,5,0,5
88,2.018018018018018,0.8070053236714507,"[14, 17, 5]",9,5,8,3,0,8
89,2.045045045045045,0.8226146086363001,"[14, 17, 5]",9,0,8,2,0,5
90,1.990990990990991,0.8718368344947458,"[5, 14, 17]",9,14,6,4,0,5
91,2.036036036036036,0.8007680467893785,"[17, 14, 5]",9,2,6,2,0,6
92,1.9504504504504505,0.8413922822600971,"[14, 5, 17]",9,7,6,2,0,6
93,1.9684684684684686,0.8422639156025566,"[14, 17, 5]",9,1,9,4,0,7
94,2.0945945945945947,0.8375073809724419,"[5, 14, 17]",9,14,6,3,0,5
95,1.9594594594594594,0.8631079669441255,"[5, 14]",9,10,8,4,0,5
96,2.0045045045045047,0.8535141504140358,"[14, 5]",9,0,7,4,0,8
97,2.108108108108108,0.8222180722870905,"[14, 5]",9,7,6,2,0,7
98,2.1666666666666665,0.7982824700322463,"[14, 5]",9,22,6,2,0,6
99,1.9594594594594594,0.8255949044857465,"[14, 5]",9,1,9,3,0,6
