Id,Mean,Std,Problems,TMnonouverts
0,2.184684684684685,0.788572018098652,"[(7, 'Trop nombreux : 18>12'), (2, 'Trop nombreux : 7>6'), '35 non attribué', (32, 'Pas assez : 1<3.0')]","[14, 5, 29]"
1,2.1936936936936937,0.7978227475580878,"[(6, 'Trop nombreux : 19>16'), '200 non attribué', '70 non attribué', (2, 'Trop nombreux : 7>6'), '35 non attribué', (19, 'Trop nombreux : 3>2'), (1, 'Pas assez : 1<3.0')]","[5, 14, 32, 17, 10]"
2,2.112612612612613,0.8406652307830044,"['14 non attribué', '196 non attribué', '105 non attribué', (15, 'Pas assez : 2<6.0'), '153 non attribué', (28, 'Pas assez : 1<2.0'), '104 non attribué', '46 non attribué', '97 non attribué', '122 non attribué', '212 non attribué', (27, 'Trop nombreux : 13>5')]","[17, 26, 5, 14]"
3,2.130630630630631,0.8326257645868876,"['2 non attribué', '196 non attribué', '43 non attribué', '145 non attribué', '174 non attribué', '200 non attribué', (20, 'Trop nombreux : 16>8')]","[17, 5, 14, 26]"
4,2.0945945945945947,0.7873821495197958,"[(8, 'Pas assez : 1<4.0'), '190 non attribué', '174 non attribué', '162 non attribué', (20, 'Trop nombreux : 16>8')]","[14, 5, 17]"
5,2.1531531531531534,0.8314866824759186,"['24 non attribué', '30 non attribué', (27, 'Trop nombreux : 9>5'), '229 non attribué', (13, 'Trop nombreux : 14>12'), (15, 'Pas assez : 5<6.0'), '43 non attribué']","[28, 26, 5, 14]"
6,2.108108108108108,0.8111368632260447,"['51 non attribué', '228 non attribué', '43 non attribué', '174 non attribué', (20, 'Trop nombreux : 21>8'), '200 non attribué', '147 non attribué', (3, 'Pas assez : 2<3.0')]","[5, 14, 17, 29]"
7,2.054054054054054,0.8437991851964788,"['51 non attribué', '30 non attribué', '225 non attribué', (27, 'Trop nombreux : 6>5'), '200 non attribué', '167 non attribué', '196 non attribué', '133 non attribué', (30, 'Trop nombreux : 9>8')]","[17, 5, 14, 29]"
8,2.0945945945945947,0.8156099056293362,"['68 non attribué', '70 non attribué', '145 non attribué', (20, 'Trop nombreux : 18>8')]","[14, 17, 10, 5, 26]"
9,2.1531531531531534,0.8094263450816168,"['35 non attribué', '70 non attribué', '186 non attribué', '145 non attribué', (20, 'Trop nombreux : 13>8')]","[5, 17, 14]"
10,2.1621621621621623,0.790675758184048,"[(20, 'Trop nombreux : 10>8'), (7, 'Trop nombreux : 21>12')]","[5, 14, 17, 26]"
11,2.054054054054054,0.7997492575132488,"[(7, 'Trop nombreux : 13>12'), '219 non attribué', '43 non attribué', '186 non attribué', (19, 'Trop nombreux : 3>2')]","[5, 14, 17]"
12,2.121621621621621,0.8339954973896063,"['190 non attribué', '89 non attribué', '161 non attribué', (6, 'Trop nombreux : 17>16'), '68 non attribué', (19, 'Trop nombreux : 3>2')]","[5, 17, 14]"
13,2.0945945945945947,0.8320870383725868,"[(28, 'Pas assez : 1<2.0'), '134 non attribué', '78 non attribué', (13, 'Trop nombreux : 13>12')]","[14, 29, 5, 17]"
14,2.121621621621621,0.7893986949703475,"['134 non attribué', (7, 'Trop nombreux : 13>12'), '183 non attribué', (3, 'Pas assez : 2<3.0')]","[14, 17, 5]"
15,2.018018018018018,0.8070053236714507,"[(6, 'Trop nombreux : 20>16'), '50 non attribué', '229 non attribué', '70 non attribué', '147 non attribué']","[14, 5, 17]"
16,2.144144144144144,0.7710467334093961,"[(27, 'Trop nombreux : 8>5'), '167 non attribué', '196 non attribué', (2, 'Trop nombreux : 9>6'), (18, 'Pas assez : 1<2.0')]","[14, 5]"
17,2.112612612612613,0.8619264036274016,"['190 non attribué', (20, 'Trop nombreux : 16>8'), '28 non attribué', '50 non attribué', '196 non attribué', '57 non attribué', '68 non attribué', (1, 'Pas assez : 1<3.0')]","[14, 29, 5, 17]"
18,2.1981981981981984,0.7995453438797675,"['147 non attribué', (32, 'Pas assez : 2<3.0'), '35 non attribué']","[5, 14]"
19,2.13963963963964,0.8201952398933812,"['30 non attribué', (6, 'Trop nombreux : 17>16'), '73 non attribué', '196 non attribué', (13, 'Trop nombreux : 15>12'), '167 non attribué']","[5, 26, 17, 14]"
20,2.18018018018018,0.7867476807017356,"['2 non attribué', (6, 'Trop nombreux : 17>16')]","[17, 5, 14]"
21,2.072072072072072,0.7811316968436162,"['104 non attribué', '43 non attribué', (20, 'Trop nombreux : 20>8'), (15, 'Pas assez : 2<6.0'), (32, 'Pas assez : 1<3.0')]","[5, 17, 29, 14]"
22,2.103603603603604,0.7628747639732995,"[(6, 'Trop nombreux : 24>16'), (11, 'Trop nombreux : 8>6')]","[14, 5, 26, 17]"
23,2.081081081081081,0.7974522228289,"[(7, 'Trop nombreux : 16>12')]","[5, 14]"
24,2.126126126126126,0.8306037396108408,"['102 non attribué', (7, 'Trop nombreux : 16>12'), '2 non attribué', '43 non attribué', '196 non attribué', '120 non attribué', '161 non attribué']","[5, 14, 17, 26]"
25,2.22972972972973,0.8107975621599091,"['104 non attribué', '30 non attribué', (27, 'Trop nombreux : 14>5'), '70 non attribué']","[14, 5]"
26,2.103603603603604,0.7862423293933886,"[(6, 'Trop nombreux : 19>16'), '147 non attribué', (3, 'Pas assez : 2<3.0'), (2, 'Trop nombreux : 11>6'), '57 non attribué']","[14, 5, 17, 29]"
27,2.081081081081081,0.8469817067066199,"['196 non attribué', '105 non attribué', '190 non attribué', '228 non attribué', '97 non attribué', '186 non attribué', (27, 'Trop nombreux : 13>5'), '43 non attribué', '167 non attribué', (8, 'Pas assez : 3<4.0')]","[5, 14, 28]"
28,2.072072072072072,0.8261748712343142,"['145 non attribué', '174 non attribué', '194 non attribué', (20, 'Trop nombreux : 21>8'), (15, 'Pas assez : 4<6.0'), '54 non attribué', (1, 'Pas assez : 1<3.0')]","[14, 26, 17, 5]"
29,2.1531531531531534,0.7981675642375305,"[(20, 'Trop nombreux : 11>8'), (7, 'Trop nombreux : 22>12'), (15, 'Pas assez : 4<6.0')]","[5, 17, 14, 29, 10]"
30,2.0225225225225225,0.7927482050973127,"['200 non attribué', '73 non attribué', '14 non attribué', (7, 'Trop nombreux : 21>12')]","[5, 14]"
31,2.130630630630631,0.8216849252253488,"['51 non attribué', '30 non attribué', '50 non attribué', (20, 'Trop nombreux : 10>8'), (6, 'Trop nombreux : 23>16')]","[17, 14, 29, 5]"
32,2.1531531531531534,0.7809751208162166,"[(6, 'Trop nombreux : 18>16'), '200 non attribué']","[14, 5, 17, 26]"
33,2.1531531531531534,0.8423002140841003,"['50 non attribué', '4 non attribué', '51 non attribué', '174 non attribué', '212 non attribué', (27, 'Trop nombreux : 9>5'), '153 non attribué', (2, 'Trop nombreux : 8>6')]","[14, 5]"
