Id,Mean,Std,Problems,TMnonouverts
0,2.184684684684685,0.788572018098652,"['204 non attribué', (7, 'Trop nombreux : 16>12'), (2, 'Trop nombreux : 8>6'), (15, 'Pas assez : 5<6.0'), '35 non attribué', (32, 'Pas assez : 1<3.0')]","[14, 5, 29]"
1,2.0585585585585586,0.9130495338734421,"[(15, 'Pas assez : 2<6.0'), (19, 'Trop nombreux : 3>2'), '167 non attribué', '14 non attribué', '4 non attribué', '30 non attribué', '63 non attribué', '67 non attribué', '228 non attribué', '97 non attribué', '116 non attribué', '122 non attribué', '174 non attribué', '186 non attribué', (27, 'Trop nombreux : 7>5')]","[14, 26, 3, 17, 5]"
2,2.184684684684685,0.8167586525445943,"[(20, 'Trop nombreux : 11>8'), '116 non attribué', '174 non attribué', '203 non attribué', (27, 'Trop nombreux : 11>5'), '54 non attribué', (1, 'Pas assez : 1<3.0')]","[5, 14, 17]"
3,2.0585585585585586,0.8408106913731084,"['222 non attribué', '190 non attribué', '174 non attribué', '200 non attribué', (20, 'Trop nombreux : 18>8'), '68 non attribué', '167 non attribué', '183 non attribué', (3, 'Pas assez : 1<3.0')]","[5, 14, 17, 26]"
4,2.1621621621621623,0.8132448890725005,"[(20, 'Trop nombreux : 9>8'), '190 non attribué', '122 non attribué', (27, 'Trop nombreux : 11>5'), (8, 'Pas assez : 2<4.0'), '2 non attribué', '43 non attribué', '73 non attribué', '196 non attribué', (13, 'Trop nombreux : 13>12')]","[5, 14, 17]"
5,2.1666666666666665,0.809539652810223,"[(20, 'Trop nombreux : 9>8'), '73 non attribué', '153 non attribué', (28, 'Pas assez : 1<2.0'), '143 non attribué', (6, 'Trop nombreux : 24>16')]","[14, 5, 26]"
6,2.135135135135135,0.7608816806061954,"['154 non attribué', (20, 'Trop nombreux : 16>8'), (1, 'Pas assez : 1<3.0')]","[14, 5]"
7,2.171171171171171,0.7944818041237256,"[(3, 'Pas assez : 1<3.0'), '104 non attribué', '30 non attribué', '63 non attribué', '217 non attribué', '212 non attribué', (27, 'Trop nombreux : 11>5')]","[5, 14, 17]"
8,2.099099099099099,0.806702185118088,"[(2, 'Trop nombreux : 8>6'), '134 non attribué', '196 non attribué', '105 non attribué', (13, 'Trop nombreux : 14>12'), (19, 'Trop nombreux : 3>2')]","[17, 14, 5]"
9,2.1666666666666665,0.7694192830846545,"['228 non attribué', (15, 'Pas assez : 3<6.0'), (7, 'Trop nombreux : 20>12')]","[17, 14, 5]"
10,2.1036036036036037,0.8364358698255633,"['89 non attribué', (27, 'Trop nombreux : 6>5'), '70 non attribué', (6, 'Trop nombreux : 18>16'), '219 non attribué', '200 non attribué', '35 non attribué']","[14, 5, 17]"
11,2.18018018018018,0.8205306548956577,"['4 non attribué', '51 non attribué', '190 non attribué', '122 non attribué', '174 non attribué', (27, 'Trop nombreux : 11>5'), '147 non attribué', (3, 'Pas assez : 1<3.0'), (19, 'Trop nombreux : 3>2')]","[14, 5, 17]"
12,2.135135135135135,0.7957635166404936,"[(32, 'Pas assez : 1<3.0'), '200 non attribué', (20, 'Trop nombreux : 9>8'), (7, 'Trop nombreux : 18>12'), '43 non attribué']","[5, 14, 17]"
13,2.2027027027027026,0.7547088329459243,"[(3, 'Pas assez : 2<3.0'), (20, 'Trop nombreux : 21>8')]","[5, 17, 14, 26]"
14,2.2117117117117115,0.7817185776309441,"[(20, 'Trop nombreux : 13>8'), '43 non attribué', '167 non attribué', '196 non attribué', '143 non attribué', (15, 'Pas assez : 4<6.0')]","[14, 26, 5]"
15,2.1126126126126126,0.8298303939577832,"['97 non attribué', '102 non attribué', '203 non attribué', (27, 'Trop nombreux : 8>5'), '196 non attribué', '105 non attribué', '229 non attribué', (8, 'Pas assez : 2<4.0'), (18, 'Pas assez : 1<2.0')]","[5, 14]"
16,2.1666666666666665,0.8151099454845049,"['222 non attribué', '190 non attribué', '116 non attribué', (27, 'Trop nombreux : 10>5'), '57 non attribué', '68 non attribué', (10, 'Pas assez : 1<2.0')]","[14, 28, 17, 5]"
17,2.1171171171171173,0.7814447547802416,"['167 non attribué', '133 non attribué', '54 non attribué', (6, 'Trop nombreux : 19>16'), (2, 'Trop nombreux : 7>6'), (3, 'Pas assez : 2<3.0'), (19, 'Trop nombreux : 3>2')]","[10, 17, 14, 5]"
18,2.184684684684685,0.8056023516569133,"['190 non attribué', (27, 'Trop nombreux : 10>5'), '196 non attribué', (13, 'Trop nombreux : 14>12'), '200 non attribué', (28, 'Pas assez : 1<2.0'), '70 non attribué']","[5, 14, 17]"
19,2.171171171171171,0.7830081669895772,"['30 non attribué', (6, 'Trop nombreux : 23>16'), '200 non attribué', (28, 'Pas assez : 1<2.0')]","[17, 14, 5]"
