Id,Mean,Std,Problems,TMnonouverts
156,2.141732283464567,0.7940693809279414,[],"[5, 16, 26, 23]"
157,2.173228346456693,0.7569203286687481,[],"[16, 5, 26, 23]"
158,2.0078740157480315,0.8115834316579427,[],"[16, 26, 5, 23]"
159,1.8661417322834646,0.7597222207941557,[],"[16, 5, 26]"
160,2.1102362204724407,0.8566115088477179,"['86 non attribué', '139 non attribué']","[16, 5, 26, 23]"
161,2.0078740157480315,0.7917838308500942,[],"[16, 5, 26]"
162,1.937007874015748,0.8140437129566042,['153 non attribué'],"[26, 16, 5, 23]"
163,1.8267716535433072,0.7673339558660375,[],"[16, 26, 5, 23]"
164,2.1181102362204722,0.7623498887196719,[],"[16, 5, 26]"
165,2.0,0.7867957924694432,[],"[16, 5, 26]"
166,2.094488188976378,0.7810561720561535,[],"[5, 16, 26]"
167,2.0393700787401574,0.8106589011527892,['86 non attribué'],"[16, 5, 23, 26]"
168,2.141732283464567,0.7738217817955583,"[(5, 'Pas assez : 1<8.0')]","[16, 23, 26]"
169,2.1811023622047245,0.8301589332881898,"[(16, 'Pas assez : 1<8.0')]","[5, 17, 19, 26]"
170,2.062992125984252,0.7637421601817559,[],"[16, 5, 26]"
171,2.1496062992125986,0.8074921018580797,"[(4, 'Pas assez : 1<6.0'), '153 non attribué']","[16, 5, 26, 23]"
172,2.251968503937008,0.7864780235580696,[],"[16, 5, 26]"
173,2.094488188976378,0.7911521723284513,"[(16, 'Pas assez : 1<8.0'), '86 non attribué']","[5, 26, 23]"
174,2.0866141732283463,0.8069501867677519,[],"[5, 16, 23, 26]"
175,2.1496062992125986,0.7774473917533788,[],"[5, 16, 26, 23]"
176,2.188976377952756,0.763578495300378,[],"[16, 5, 26, 23]"
177,2.1653543307086616,0.7944627767315775,[],"[5, 16, 26, 19, 23]"
178,2.031496062992126,0.8158840552744266,['91 non attribué'],"[16, 5, 26, 23]"
179,2.078740157480315,0.8126607212232069,['147 non attribué'],"[5, 16, 26, 17]"
180,2.031496062992126,0.8158840552744266,['86 non attribué'],"[16, 5, 26, 23]"
181,1.858267716535433,0.8138133775462997,[],"[16, 5, 26, 23]"
182,2.062992125984252,0.7943054417905888,[],"[5, 16, 26, 23]"
183,2.0393700787401574,0.8203906812557439,['86 non attribué'],"[19, 16, 5, 23, 26]"
184,2.0866141732283463,0.7970543193857579,[],"[5, 26, 16, 23]"
185,2.2440944881889764,0.79399067837748,[],"[16, 5, 17, 23, 26]"
186,2.125984251968504,0.7662744958072366,[],"[5, 16, 26]"
